,age,choice,createdAt,question,step,user,result,topic,ageGroup
6013,12,left,2019-06-13 06:24:18.457000+00:00,G_H_F_OT,42,5609e644,orientation,geometry,11-13
5293,12,left,2019-06-13 06:24:18.896000+00:00,C_H_F_CO,43,4debd8ca,color,cards,11-13
3346,12,left,2019-06-13 06:24:18.908000+00:00,G_E_M_T,17,39fc62d1,correct,geometry,11-13
1763,13,left,2019-06-13 06:24:18.976000+00:00,G_H_F_CT,23,21d41287,color,geometry,11-13
9694,12,right,2019-06-13 06:24:18.988000+00:00,C_H_F_OT,20,86504e71,orientation,cards,11-13
10504,12,left,2019-06-13 06:24:19.090000+00:00,C_H_F_CO,38,9a04ec56,color,cards,11-13
15457,13,left,2019-06-13 06:24:19.200000+00:00,C_E_M_C,13,e51897f9,correct,cards,11-13
6667,13,left,2019-06-13 06:24:19.339000+00:00,C_H_F_CT,52,5a19444f,color,cards,11-13
6367,13,left,2019-06-13 06:24:19.678000+00:00,A_E_M_O,16,5749dea9,correct,animals,11-13
11910,11,left,2019-06-13 06:24:19.820000+00:00,A_E_M_O,16,ace1065a,correct,animals,11-13
9552,13,left,2019-06-13 06:24:19.823000+00:00,G_H_F_CO,25,845ef095,orientation,geometry,11-13
4226,13,right,2019-06-13 06:24:19.942000+00:00,C_H_F_OT,20,406ba868,orientation,cards,11-13
10512,12,right,2019-06-13 06:24:20.195000+00:00,C_H_F_CO,38,9a04ec56,orientation,cards,11-13
7982,13,left,2019-06-13 06:24:20.343000+00:00,G_H_M_CO,34,699717fe,orientation,geometry,11-13
1624,12,right,2019-06-13 06:24:20.430000+00:00,G_E_M_C,13,20eb777d,correct,geometry,11-13
10593,12,right,2019-06-13 06:24:20.607000+00:00,G_E_M_C,13,9d611830,correct,geometry,11-13
6676,13,left,2019-06-13 06:24:20.671000+00:00,G_H_F_CO,53,5a19444f,orientation,geometry,11-13
16251,13,left,2019-06-13 06:24:20.794000+00:00,A_H_M_CT,33,ebedb039,type,animals,11-13
7090,12,right,2019-06-13 06:24:20.949000+00:00,G_H_M_OT,33,5cb735d7,type,geometry,11-13
11292,13,right,2019-06-13 06:24:21.063000+00:00,G_E_M_C,16,a63a8a12,correct,geometry,11-13
4064,12,right,2019-06-13 06:24:21.199000+00:00,A_E_M_C,14,3f14100d,correct,animals,11-13
12202,12,right,2019-06-13 06:24:21.318000+00:00,A_E_M_C,11,b1636b69,correct,animals,11-13
5329,12,right,2019-06-13 06:24:21.526000+00:00,A_H_F_CT,44,4debd8ca,color,animals,11-13
121,13,left,2019-06-13 06:24:21.594000+00:00,G_E_F_O,5,1147ad30,correct,geometry,11-13
17218,13,right,2019-06-13 06:24:21.626000+00:00,G_E_M_O,15,fdd0e131,correct,geometry,11-13
1811,13,left,2019-06-13 06:24:21.700000+00:00,A_H_F_CT,24,21d41287,type,animals,11-13
5519,12,right,2019-06-13 06:24:21.774000+00:00,G_E_M_C,10,4e997729,correct,geometry,11-13
12499,12,right,2019-06-13 06:24:21.863000+00:00,C_E_F_O,5,b4b278b9,correct,cards,11-13
6648,13,right,2019-06-13 06:24:21.923000+00:00,C_H_F_OT,54,5a19444f,orientation,cards,11-13
1444,11,left,2019-06-13 06:24:21.985000+00:00,G_H_F_OT,21,1efd22fd,orientation,geometry,11-13
6040,12,right,2019-06-13 06:24:22.144000+00:00,C_H_F_CO,43,5609e644,orientation,cards,11-13
8246,12,right,2019-06-13 06:24:22.177000+00:00,A_E_M_T,15,6bf9f713,wrong,animals,11-13
9579,13,right,2019-06-13 06:24:22.370000+00:00,G_H_F_CT,26,845ef095,type,geometry,11-13
13398,13,left,2019-06-13 06:24:22.699000+00:00,C_E_F_T,6,c3d70cd2,wrong,cards,11-13
6644,13,left,2019-06-13 06:24:22.705000+00:00,C_H_F_OT,54,5a19444f,type,cards,11-13
14943,13,right,2019-06-13 06:24:22.761000+00:00,A_H_M_CO,29,d855e60f,color,animals,11-13
2907,11,left,2019-06-13 06:24:22.838000+00:00,A_E_M_O,16,369b44f3,correct,animals,11-13
11257,13,left,2019-06-13 06:24:23.317000+00:00,G_E_M_T,17,a63a8a12,correct,geometry,11-13
663,12,right,2019-06-13 06:24:23.345000+00:00,C_E_M_O,15,152139ff,correct,cards,11-13
1626,12,left,2019-06-13 06:24:23.530000+00:00,G_E_M_T,14,20eb777d,correct,geometry,11-13
10592,12,left,2019-06-13 06:24:23.532000+00:00,G_E_M_T,14,9d611830,correct,geometry,11-13
14510,12,right,2019-06-13 06:24:23.717000+00:00,C_E_F_O,2,ce7c2293,correct,cards,11-13
141,13,right,2019-06-13 06:24:23.783000+00:00,C_E_F_T,6,1147ad30,correct,cards,11-13
5277,12,left,2019-06-13 06:24:23.796000+00:00,A_H_F_OT,45,4debd8ca,type,animals,11-13
15444,13,left,2019-06-13 06:24:23.822000+00:00,C_E_M_T,14,e51897f9,correct,cards,11-13
12351,12,right,2019-06-13 06:24:23.886000+00:00,A_E_M_C,11,b3feeaaa,correct,animals,11-13
13368,13,right,2019-06-13 06:24:24.019000+00:00,C_E_F_T,6,c3d70cd2,correct,cards,11-13
11992,12,left,2019-06-13 06:24:24.032000+00:00,A_E_M_O,10,ad9e76fe,correct,animals,11-13
6663,13,left,2019-06-13 06:24:24.325000+00:00,C_H_M_OT,55,5a19444f,type,cards,11-13
10484,12,right,2019-06-13 06:24:24.404000+00:00,C_H_M_CO,39,9a04ec56,color,cards,11-13
9656,12,right,2019-06-13 06:24:24.431000+00:00,A_H_F_CT,21,86504e71,color,animals,11-13
7312,11,left,2019-06-13 06:24:24.481000+00:00,A_H_F_OT,45,5e5d39f2,type,animals,11-13
5368,13,right,2019-06-13 06:24:24.528000+00:00,A_H_F_OT,45,4dffc6c3,orientation,animals,11-13
11111,13,right,2019-06-13 06:24:24.608000+00:00,G_H_F_OT,36,a400b644,type,geometry,11-13
7061,12,right,2019-06-13 06:24:24.622000+00:00,G_H_M_CO,34,5cb735d7,color,geometry,11-13
1773,13,left,2019-06-13 06:24:24.708000+00:00,A_H_F_OT,25,21d41287,type,animals,11-13
16239,13,left,2019-06-13 06:24:24.830000+00:00,A_H_M_OT,34,ebedb039,type,animals,11-13
8274,12,left,2019-06-13 06:24:24.885000+00:00,A_E_M_T,15,6bf9f713,correct,animals,11-13
1449,11,left,2019-06-13 06:24:24.948000+00:00,G_H_F_CO,22,1efd22fd,orientation,geometry,11-13
6061,12,right,2019-06-13 06:24:25.076000+00:00,A_H_F_CT,44,5609e644,color,animals,11-13
9574,13,left,2019-06-13 06:24:25.277000+00:00,G_H_M_OT,27,845ef095,orientation,geometry,11-13
3345,12,left,2019-06-13 06:24:25.377000+00:00,A_H_F_CT,18,39fc62d1,type,animals,11-13
12235,12,right,2019-06-13 06:24:25.404000+00:00,G_E_M_O,12,b1636b69,correct,geometry,11-13
4998,13,left,2019-06-13 06:24:25.584000+00:00,A_E_M_C,11,4b202f2d,wrong,animals,11-13
6641,13,right,2019-06-13 06:24:25.589000+00:00,G_H_F_CT,56,5a19444f,type,geometry,11-13
5561,12,left,2019-06-13 06:24:25.625000+00:00,G_E_M_T,11,4e997729,correct,geometry,11-13
109,13,left,2019-06-13 06:24:25.900000+00:00,C_E_F_C,7,1147ad30,correct,cards,11-13
1593,12,right,2019-06-13 06:24:26.129000+00:00,C_E_M_O,15,20eb777d,correct,cards,11-13
4042,12,right,2019-06-13 06:24:26.179000+00:00,G_E_M_O,15,3f14100d,correct,geometry,11-13
6659,13,left,2019-06-13 06:24:26.317000+00:00,G_H_F_CT,56,5a19444f,color,geometry,11-13
6370,13,right,2019-06-13 06:24:26.336000+00:00,A_E_M_C,17,5749dea9,correct,animals,11-13
12524,12,left,2019-06-13 06:24:26.395000+00:00,A_E_F_T,6,b4b278b9,correct,animals,11-13
11965,11,right,2019-06-13 06:24:26.426000+00:00,A_E_M_C,17,ace1065a,correct,animals,11-13
1075,12,left,2019-06-13 06:24:26.494000+00:00,A_E_F_O,1,1a32160b,wrong,animals,11-13
10495,12,left,2019-06-13 06:24:26.731000+00:00,A_H_F_CT,40,9a04ec56,type,animals,11-13
4180,13,left,2019-06-13 06:24:26.766000+00:00,A_H_F_CT,21,406ba868,type,animals,11-13
5294,12,right,2019-06-13 06:24:27.167000+00:00,A_H_F_OT,45,4debd8ca,orientation,animals,11-13
7062,12,right,2019-06-13 06:24:27.305000+00:00,G_H_M_CT,35,5cb735d7,type,geometry,11-13
15431,13,left,2019-06-13 06:24:27.513000+00:00,A_E_M_T,15,e51897f9,correct,animals,11-13
10554,12,right,2019-06-13 06:24:27.717000+00:00,C_E_M_O,15,9d611830,correct,cards,11-13
1442,11,right,2019-06-13 06:24:27.756000+00:00,G_H_F_CT,23,1efd22fd,type,geometry,11-13
11265,13,right,2019-06-13 06:24:27.828000+00:00,G_H_F_OT,18,a63a8a12,type,geometry,11-13
12234,12,right,2019-06-13 06:24:27.854000+00:00,G_E_M_C,13,b1636b69,correct,geometry,11-13
4151,12,right,2019-06-13 06:24:27.865000+00:00,G_H_F_CO,25,3f89b162,color,geometry,11-13
5414,13,left,2019-06-13 06:24:27.940000+00:00,A_H_M_OT,46,4dffc6c3,type,animals,11-13
14948,13,left,2019-06-13 06:24:27.941000+00:00,G_H_M_OT,30,d855e60f,orientation,geometry,11-13
11094,13,right,2019-06-13 06:24:27.942000+00:00,G_H_M_OT,37,a400b644,type,geometry,11-13
665,12,left,2019-06-13 06:24:27.961000+00:00,C_E_M_C,16,152139ff,correct,cards,11-13
12409,12,right,2019-06-13 06:24:28.087000+00:00,C_E_M_O,12,b3feeaaa,correct,cards,11-13
6034,12,left,2019-06-13 06:24:28.145000+00:00,A_H_F_OT,45,5609e644,type,animals,11-13
5003,13,right,2019-06-13 06:24:28.386000+00:00,A_E_M_C,11,4b202f2d,correct,animals,11-13
9553,13,left,2019-06-13 06:24:28.784000+00:00,G_H_M_CO,28,845ef095,orientation,geometry,11-13
11990,12,right,2019-06-13 06:24:29.185000+00:00,A_E_M_C,11,ad9e76fe,correct,animals,11-13
9674,12,left,2019-06-13 06:24:29.472000+00:00,A_H_F_OT,22,86504e71,type,animals,11-13
3351,12,left,2019-06-13 06:24:29.503000+00:00,A_H_F_OT,19,39fc62d1,type,animals,11-13
5529,12,left,2019-06-13 06:24:29.805000+00:00,A_E_M_T,12,4e997729,correct,animals,11-13
6049,12,right,2019-06-13 06:24:29.825000+00:00,A_H_F_OT,45,5609e644,orientation,animals,11-13
6636,13,left,2019-06-13 06:24:30.209000+00:00,G_H_M_CT,57,5a19444f,color,geometry,11-13
8844,12,right,2019-06-13 06:24:30.239000+00:00,A_H_F_OT,45,7b12d939,orientation,animals,11-13
1804,13,left,2019-06-13 06:24:30.241000+00:00,A_H_F_CO,26,21d41287,orientation,animals,11-13
11236,13,left,2019-06-13 06:24:30.345000+00:00,G_H_F_CO,19,a63a8a12,orientation,geometry,11-13
11912,11,left,2019-06-13 06:24:30.391000+00:00,G_H_F_OT,18,ace1065a,orientation,geometry,11-13
6359,13,right,2019-06-13 06:24:30.436000+00:00,G_H_F_OT,18,5749dea9,type,geometry,11-13
5397,13,left,2019-06-13 06:24:30.511000+00:00,C_H_F_CT,47,4dffc6c3,color,cards,11-13
4229,13,left,2019-06-13 06:24:30.665000+00:00,A_H_F_OT,22,406ba868,type,animals,11-13
5339,12,left,2019-06-13 06:24:30.764000+00:00,A_H_M_OT,46,4debd8ca,type,animals,11-13
646,12,left,2019-06-13 06:24:30.855000+00:00,C_E_M_T,17,152139ff,correct,cards,11-13
16643,12,left,2019-06-13 06:24:31.107000+00:00,C_E_M_O,9,f600d87f,wrong,cards,11-13
1474,11,left,2019-06-13 06:24:31.225000+00:00,C_H_F_CO,24,1efd22fd,color,cards,11-13
10219,12,right,2019-06-13 06:24:31.246000+00:00,G_E_F_O,8,8e852553,wrong,geometry,11-13
5343,13,right,2019-06-13 06:24:31.620000+00:00,C_H_F_CT,47,4dffc6c3,type,cards,11-13
4124,12,left,2019-06-13 06:24:31.695000+00:00,G_H_F_CT,26,3f89b162,color,geometry,11-13
5021,13,right,2019-06-13 06:24:31.802000+00:00,C_E_M_O,12,4b202f2d,correct,cards,11-13
14523,12,left,2019-06-13 06:24:31.867000+00:00,G_E_F_C,3,ce7c2293,correct,geometry,11-13
16638,12,right,2019-06-13 06:24:31.873000+00:00,C_E_M_O,9,f600d87f,correct,cards,11-13
4093,12,right,2019-06-13 06:24:32.432000+00:00,G_E_M_C,16,3f14100d,correct,geometry,11-13
10216,12,left,2019-06-13 06:24:32.520000+00:00,G_E_F_O,8,8e852553,correct,geometry,11-13
10476,12,right,2019-06-13 06:24:32.522000+00:00,A_H_F_CT,40,9a04ec56,color,animals,11-13
9682,12,left,2019-06-13 06:24:32.550000+00:00,A_H_F_CO,23,86504e71,orientation,animals,11-13
2911,11,right,2019-06-13 06:24:32.681000+00:00,A_E_M_C,17,369b44f3,correct,animals,11-13
11245,13,right,2019-06-13 06:24:32.740000+00:00,G_H_F_CT,20,a63a8a12,type,geometry,11-13
12218,12,left,2019-06-13 06:24:32.774000+00:00,G_E_M_T,14,b1636b69,correct,geometry,11-13
6051,12,left,2019-06-13 06:24:32.920000+00:00,A_H_M_OT,46,5609e644,type,animals,11-13
9566,13,right,2019-06-13 06:24:32.987000+00:00,G_H_M_CT,29,845ef095,type,geometry,11-13
5334,12,right,2019-06-13 06:24:33.122000+00:00,C_H_F_CT,47,4debd8ca,type,cards,11-13
2214,13,left,2019-06-13 06:24:33.166000+00:00,C_E_M_T,11,2b65ad66,correct,cards,11-13
11949,11,right,2019-06-13 06:24:33.303000+00:00,G_H_F_CO,19,ace1065a,color,geometry,11-13
7112,12,right,2019-06-13 06:24:33.381000+00:00,G_H_F_OT,36,5cb735d7,type,geometry,11-13
601,12,left,2019-06-13 06:24:33.470000+00:00,A_H_F_CT,18,152139ff,type,animals,11-13
4230,13,left,2019-06-13 06:24:33.650000+00:00,A_H_F_CO,23,406ba868,orientation,animals,11-13
1510,11,right,2019-06-13 06:24:33.668000+00:00,C_H_F_CT,25,1efd22fd,type,cards,11-13
6640,13,right,2019-06-13 06:24:33.909000+00:00,A_H_F_CO,58,5a19444f,color,animals,11-13
8810,12,right,2019-06-13 06:24:34.162000+00:00,A_H_M_OT,46,7b12d939,orientation,animals,11-13
6327,13,right,2019-06-13 06:24:34.227000+00:00,G_H_F_CO,19,5749dea9,color,geometry,11-13
5410,13,left,2019-06-13 06:24:34.261000+00:00,C_H_M_CT,48,4dffc6c3,color,cards,11-13
5304,12,left,2019-06-13 06:24:34.296000+00:00,C_H_F_CT,47,4debd8ca,color,cards,11-13
1781,13,left,2019-06-13 06:24:34.544000+00:00,G_H_M_OT,27,21d41287,orientation,geometry,11-13
6665,13,left,2019-06-13 06:24:34.756000+00:00,A_H_F_CO,58,5a19444f,orientation,animals,11-13
4119,12,right,2019-06-13 06:24:34.902000+00:00,G_H_M_OT,27,3f89b162,type,geometry,11-13
9654,12,left,2019-06-13 06:24:35.476000+00:00,G_H_F_OT,24,86504e71,orientation,geometry,11-13
12368,12,right,2019-06-13 06:24:35.571000+00:00,C_E_M_C,13,b3feeaaa,wrong,cards,11-13
11275,13,right,2019-06-13 06:24:35.665000+00:00,C_H_F_CO,21,a63a8a12,orientation,cards,11-13
7088,12,left,2019-06-13 06:24:35.678000+00:00,G_H_F_OT,36,5cb735d7,orientation,geometry,11-13
7319,11,right,2019-06-13 06:24:35.721000+00:00,A_H_M_OT,46,5e5d39f2,orientation,animals,11-13
11980,12,right,2019-06-13 06:24:35.804000+00:00,C_E_M_O,12,ad9e76fe,correct,cards,11-13
6655,13,right,2019-06-13 06:24:36.008000+00:00,A_H_M_CO,59,5a19444f,color,animals,11-13
16679,12,left,2019-06-13 06:24:36.014000+00:00,C_E_M_C,10,f600d87f,correct,cards,11-13
12526,12,left,2019-06-13 06:24:36.143000+00:00,A_E_F_O,7,b4b278b9,wrong,animals,11-13
119,13,right,2019-06-13 06:24:36.203000+00:00,C_E_F_O,8,1147ad30,correct,cards,11-13
6066,12,left,2019-06-13 06:24:36.210000+00:00,C_H_F_CT,47,5609e644,color,cards,11-13
10595,12,left,2019-06-13 06:24:36.221000+00:00,C_E_M_C,16,9d611830,correct,cards,11-13
2898,11,right,2019-06-13 06:24:36.234000+00:00,G_H_F_OT,18,369b44f3,type,geometry,11-13
644,12,left,2019-06-13 06:24:36.263000+00:00,A_H_F_OT,19,152139ff,type,animals,11-13
4082,12,left,2019-06-13 06:24:36.280000+00:00,G_E_M_T,17,3f14100d,correct,geometry,11-13
4251,13,left,2019-06-13 06:24:36.401000+00:00,G_H_F_OT,24,406ba868,orientation,geometry,11-13
5400,13,right,2019-06-13 06:24:36.402000+00:00,G_H_F_CO,49,4dffc6c3,color,geometry,11-13
11901,11,left,2019-06-13 06:24:36.475000+00:00,G_H_F_CT,20,ace1065a,color,geometry,11-13
12205,12,right,2019-06-13 06:24:36.480000+00:00,C_E_M_O,15,b1636b69,correct,cards,11-13
6317,13,left,2019-06-13 06:24:36.724000+00:00,G_H_F_CT,20,5749dea9,color,geometry,11-13
4983,13,left,2019-06-13 06:24:36.761000+00:00,C_E_M_C,13,4b202f2d,correct,cards,11-13
7965,13,left,2019-06-13 06:24:36.966000+00:00,G_H_M_CT,35,699717fe,color,geometry,11-13
6046,12,right,2019-06-13 06:24:36.979000+00:00,C_H_F_CT,47,5609e644,type,cards,11-13
1501,11,right,2019-06-13 06:24:37.041000+00:00,C_H_F_OT,26,1efd22fd,orientation,cards,11-13
6638,13,left,2019-06-13 06:24:37.389000+00:00,C_H_F_OT,60,5a19444f,type,cards,11-13
14456,12,right,2019-06-13 06:24:37.408000+00:00,G_E_F_T,4,ce7c2293,correct,geometry,11-13
8864,12,left,2019-06-13 06:24:37.499000+00:00,C_H_F_CT,47,7b12d939,color,cards,11-13
1749,13,right,2019-06-13 06:24:37.528000+00:00,G_H_M_CO,28,21d41287,color,geometry,11-13
16253,13,right,2019-06-13 06:24:37.529000+00:00,A_H_M_CO,35,ebedb039,color,animals,11-13
9660,12,right,2019-06-13 06:24:37.769000+00:00,G_H_F_CO,25,86504e71,color,geometry,11-13
5341,12,right,2019-06-13 06:24:37.869000+00:00,C_H_M_CT,48,4debd8ca,type,cards,11-13
5553,12,left,2019-06-13 06:24:37.913000+00:00,A_E_M_O,13,4e997729,correct,animals,11-13
2227,13,left,2019-06-13 06:24:38.030000+00:00,A_E_M_T,12,2b65ad66,correct,animals,11-13
5382,13,left,2019-06-13 06:24:38.095000+00:00,G_H_F_CO,49,4dffc6c3,orientation,geometry,11-13
7299,11,left,2019-06-13 06:24:38.236000+00:00,C_H_F_CT,47,5e5d39f2,color,cards,11-13
4241,13,right,2019-06-13 06:24:38.325000+00:00,G_H_F_CO,25,406ba868,color,geometry,11-13
4053,12,left,2019-06-13 06:24:38.339000+00:00,C_H_F_CO,18,3f14100d,color,cards,11-13
10499,12,left,2019-06-13 06:24:38.389000+00:00,A_H_M_CT,41,9a04ec56,type,animals,11-13
1119,12,right,2019-06-13 06:24:38.420000+00:00,A_E_F_O,1,1a32160b,correct,animals,11-13
2944,11,right,2019-06-13 06:24:38.452000+00:00,G_H_F_CO,19,369b44f3,color,geometry,11-13
100,13,left,2019-06-13 06:24:38.545000+00:00,A_E_M_T,9,1147ad30,correct,animals,11-13
6605,13,right,2019-06-13 06:24:38.724000+00:00,G_H_F_CT,61,5a19444f,type,geometry,11-13
11276,13,right,2019-06-13 06:24:38.790000+00:00,C_H_F_CT,22,a63a8a12,type,cards,11-13
12420,12,left,2019-06-13 06:24:38.973000+00:00,C_E_M_C,13,b3feeaaa,correct,cards,11-13
623,12,left,2019-06-13 06:24:38.993000+00:00,A_H_F_CO,20,152139ff,orientation,animals,11-13
14956,13,right,2019-06-13 06:24:39.167000+00:00,G_H_M_CO,31,d855e60f,color,geometry,11-13
4175,12,right,2019-06-13 06:24:39.285000+00:00,G_H_M_CO,28,3f89b162,color,geometry,11-13
15448,13,left,2019-06-13 06:24:39.393000+00:00,A_E_M_O,16,e51897f9,correct,animals,11-13
13704,13,right,2019-06-13 06:24:39.398000+00:00,C_H_F_OT,26,c5e5b31e,orientation,cards,11-13
8850,12,right,2019-06-13 06:24:39.430000+00:00,C_H_F_CT,47,7b12d939,type,cards,11-13
9649,12,left,2019-06-13 06:24:39.565000+00:00,G_H_F_CT,26,86504e71,color,geometry,11-13
7065,12,right,2019-06-13 06:24:39.590000+00:00,G_H_M_OT,37,5cb735d7,type,geometry,11-13
1768,13,left,2019-06-13 06:24:39.661000+00:00,G_H_M_CT,29,21d41287,color,geometry,11-13
12005,12,left,2019-06-13 06:24:39.727000+00:00,C_E_M_C,13,ad9e76fe,correct,cards,11-13
6360,13,left,2019-06-13 06:24:39.864000+00:00,A_H_F_CT,21,5749dea9,type,animals,11-13
13386,13,left,2019-06-13 06:24:39.901000+00:00,C_E_F_C,7,c3d70cd2,correct,cards,11-13
5374,13,left,2019-06-13 06:24:39.902000+00:00,G_H_M_CO,50,4dffc6c3,orientation,geometry,11-13
16250,13,left,2019-06-13 06:24:40.099000+00:00,G_H_F_OT,36,ebedb039,orientation,geometry,11-13
4239,13,left,2019-06-13 06:24:40.156000+00:00,G_H_F_CT,26,406ba868,color,geometry,11-13
11945,11,right,2019-06-13 06:24:40.291000+00:00,C_H_F_CO,21,ace1065a,orientation,cards,11-13
1662,12,left,2019-06-13 06:24:40.447000+00:00,C_E_M_C,16,20eb777d,correct,cards,11-13
5321,12,right,2019-06-13 06:24:40.502000+00:00,G_H_F_CO,49,4debd8ca,color,geometry,11-13
2933,11,left,2019-06-13 06:24:40.762000+00:00,G_H_F_CT,20,369b44f3,color,geometry,11-13
10548,12,left,2019-06-13 06:24:40.881000+00:00,G_H_F_OT,42,9a04ec56,orientation,geometry,11-13
4030,12,left,2019-06-13 06:24:41.157000+00:00,C_H_F_CT,19,3f14100d,color,cards,11-13
16280,13,right,2019-06-13 06:24:41.421000+00:00,G_H_F_OT,36,ebedb039,type,geometry,11-13
6031,12,left,2019-06-13 06:24:41.538000+00:00,C_H_M_CT,48,5609e644,color,cards,11-13
619,12,left,2019-06-13 06:24:41.544000+00:00,C_H_F_CO,21,152139ff,color,cards,11-13
7100,12,left,2019-06-13 06:24:41.573000+00:00,C_H_F_CO,38,5cb735d7,color,cards,11-13
11277,13,right,2019-06-13 06:24:41.581000+00:00,C_H_F_OT,23,a63a8a12,orientation,cards,11-13
14486,12,left,2019-06-13 06:24:41.608000+00:00,G_E_F_O,5,ce7c2293,correct,geometry,11-13
17356,12,right,2019-06-13 06:24:41.643000+00:00,C_E_M_T,11,fe725035,wrong,cards,11-13
12248,12,left,2019-06-13 06:24:41.745000+00:00,C_E_M_C,16,b1636b69,correct,cards,11-13
1558,12,right,2019-06-13 06:24:41.763000+00:00,A_E_F_O,7,20204888,correct,animals,11-13
5319,12,left,2019-06-13 06:24:41.765000+00:00,G_H_F_CO,49,4debd8ca,orientation,geometry,11-13
14923,13,left,2019-06-13 06:24:42.047000+00:00,G_H_M_CT,32,d855e60f,color,geometry,11-13
5353,13,right,2019-06-13 06:24:42.129000+00:00,A_H_F_OT,51,4dffc6c3,orientation,animals,11-13
12547,12,right,2019-06-13 06:24:42.578000+00:00,A_E_F_O,7,b4b278b9,correct,animals,11-13
17341,12,left,2019-06-13 06:24:42.581000+00:00,C_E_M_T,11,fe725035,correct,cards,11-13
10505,12,left,2019-06-13 06:24:42.740000+00:00,C_H_F_CO,43,9a04ec56,color,cards,11-13
7107,12,right,2019-06-13 06:24:42.740000+00:00,C_H_F_CO,38,5cb735d7,orientation,cards,11-13
9685,12,left,2019-06-13 06:24:42.824000+00:00,C_H_M_CO,27,86504e71,orientation,cards,11-13
10570,12,left,2019-06-13 06:24:42.936000+00:00,C_E_M_T,17,9d611830,correct,cards,11-13
8880,12,left,2019-06-13 06:24:42.995000+00:00,C_H_M_CT,48,7b12d939,color,cards,11-13
3327,12,right,2019-06-13 06:24:43.280000+00:00,A_H_F_CO,20,39fc62d1,color,animals,11-13
1502,11,left,2019-06-13 06:24:43.564000+00:00,C_H_M_CO,27,1efd22fd,orientation,cards,11-13
4211,13,left,2019-06-13 06:24:43.577000+00:00,A_H_M_CT,27,406ba868,type,animals,11-13
6323,13,left,2019-06-13 06:24:43.674000+00:00,A_H_F_OT,22,5749dea9,type,animals,11-13
11993,12,left,2019-06-13 06:24:43.834000+00:00,C_E_M_T,14,ad9e76fe,correct,cards,11-13
674,12,right,2019-06-13 06:24:43.969000+00:00,C_H_F_CT,22,152139ff,type,cards,11-13
10189,12,right,2019-06-13 06:24:44.314000+00:00,C_E_M_O,9,8e852553,correct,cards,11-13
4041,12,right,2019-06-13 06:24:44.348000+00:00,C_H_F_OT,20,3f14100d,orientation,cards,11-13
6656,13,right,2019-06-13 06:24:44.506000+00:00,A_H_F_CO,62,5a19444f,color,animals,11-13
14960,13,right,2019-06-13 06:24:44.615000+00:00,C_H_M_CO,33,d855e60f,color,cards,11-13
11091,13,right,2019-06-13 06:24:44.744000+00:00,C_H_F_CO,38,a400b644,orientation,cards,11-13
1084,12,right,2019-06-13 06:24:44.953000+00:00,A_E_F_C,2,1a32160b,correct,animals,11-13
13714,13,right,2019-06-13 06:24:45.026000+00:00,G_H_M_OT,27,c5e5b31e,type,geometry,11-13
2897,11,left,2019-06-13 06:24:45.121000+00:00,A_H_F_CT,21,369b44f3,type,animals,11-13
5494,12,right,2019-06-13 06:24:45.185000+00:00,A_E_M_C,14,4e997729,correct,animals,11-13
5270,12,right,2019-06-13 06:24:45.310000+00:00,G_H_M_CO,50,4debd8ca,color,geometry,11-13
6062,12,left,2019-06-13 06:24:45.331000+00:00,G_H_F_CO,49,5609e644,orientation,geometry,11-13
11088,13,left,2019-06-13 06:24:45.377000+00:00,C_H_F_CO,38,a400b644,color,cards,11-13
1655,12,left,2019-06-13 06:24:45.390000+00:00,C_E_M_T,17,20eb777d,correct,cards,11-13
5365,13,left,2019-06-13 06:24:45.461000+00:00,C_H_F_CT,52,4dffc6c3,color,cards,11-13
9598,13,left,2019-06-13 06:24:45.502000+00:00,C_H_M_CO,30,845ef095,orientation,cards,11-13
14507,12,left,2019-06-13 06:24:45.518000+00:00,A_E_F_T,6,ce7c2293,correct,animals,11-13
8227,12,left,2019-06-13 06:24:45.533000+00:00,A_E_M_O,16,6bf9f713,correct,animals,11-13
11235,13,left,2019-06-13 06:24:45.603000+00:00,A_H_F_CT,24,a63a8a12,type,animals,11-13
98,13,left,2019-06-13 06:24:45.784000+00:00,A_E_M_O,10,1147ad30,correct,animals,11-13
3330,12,left,2019-06-13 06:24:45.786000+00:00,G_H_F_OT,21,39fc62d1,orientation,geometry,11-13
4186,13,left,2019-06-13 06:24:45.980000+00:00,A_H_M_OT,28,406ba868,type,animals,11-13
12232,12,left,2019-06-13 06:24:46.012000+00:00,C_E_M_T,17,b1636b69,correct,cards,11-13
6029,12,right,2019-06-13 06:24:46.016000+00:00,G_H_F_CO,49,5609e644,color,geometry,11-13
9636,12,right,2019-06-13 06:24:46.078000+00:00,C_H_M_CT,28,86504e71,type,cards,11-13
10540,12,left,2019-06-13 06:24:46.121000+00:00,A_H_F_CT,44,9a04ec56,type,animals,11-13
12006,12,right,2019-06-13 06:24:46.195000+00:00,G_E_M_O,15,ad9e76fe,correct,geometry,11-13
627,12,left,2019-06-13 06:24:46.272000+00:00,C_H_F_OT,23,152139ff,type,cards,11-13
16307,13,left,2019-06-13 06:24:46.748000+00:00,G_H_M_OT,37,ebedb039,orientation,geometry,11-13
14905,13,left,2019-06-13 06:24:46.796000+00:00,C_H_M_CT,34,d855e60f,color,cards,11-13
1765,13,left,2019-06-13 06:24:47.008000+00:00,A_H_M_CT,30,21d41287,type,animals,11-13
