,age,choice,createdAt,question,step,user,result,topic,ageGroup
11511,12,right,2019-05-28 12:26:15.256000+00:00,G_H_F_OT,36,a81c8982,type,geometry,11-13
6395,12,left,2019-05-28 12:26:16.343000+00:00,A_H_F_CT,40,57c262c0,type,animals,11-13
14057,13,right,2019-05-28 12:26:16.610000+00:00,A_H_M_CT,33,c8417a38,color,animals,11-13
4698,12,left,2019-05-28 12:26:16.950000+00:00,G_H_M_CT,35,46e4b725,color,geometry,11-13
11477,12,left,2019-05-28 12:26:17.474000+00:00,G_H_F_OT,36,a81c8982,orientation,geometry,11-13
5920,12,right,2019-05-28 12:26:17.674000+00:00,C_H_F_OT,54,54e2d928,orientation,cards,11-13
7654,12,right,2019-05-28 12:26:18.365000+00:00,A_H_M_CT,41,67084313,color,animals,11-13
16537,12,left,2019-05-28 12:26:18.744000+00:00,A_H_M_OT,46,f0fe1ff5,type,animals,11-13
5874,12,left,2019-05-28 12:26:18.927000+00:00,C_H_F_OT,54,54e2d928,type,cards,11-13
14070,13,left,2019-05-28 12:26:19.429000+00:00,A_H_M_OT,34,c8417a38,type,animals,11-13
4649,12,left,2019-05-28 12:26:19.789000+00:00,G_H_F_OT,36,46e4b725,orientation,geometry,11-13
13915,13,left,2019-05-28 12:26:19.814000+00:00,A_H_F_CT,44,c6f3ad95,type,animals,11-13
12716,12,right,2019-05-28 12:26:19.879000+00:00,C_H_M_CO,27,b624068d,color,cards,11-13
6422,12,right,2019-05-28 12:26:20.178000+00:00,A_H_F_CT,40,57c262c0,color,animals,11-13
16534,12,right,2019-05-28 12:26:21.279000+00:00,C_H_F_CT,47,f0fe1ff5,type,cards,11-13
11497,12,right,2019-05-28 12:26:21.378000+00:00,G_H_M_OT,37,a81c8982,type,geometry,11-13
4680,12,right,2019-05-28 12:26:21.896000+00:00,G_H_F_OT,36,46e4b725,type,geometry,11-13
2142,11,left,2019-05-28 12:26:22.077000+00:00,C_E_M_C,10,298ead20,correct,cards,11-13
16465,12,left,2019-05-28 12:26:22.603000+00:00,C_H_F_CT,47,f0fe1ff5,color,cards,11-13
2287,13,right,2019-05-28 12:26:23.154000+00:00,G_H_F_CT,20,2bd412d7,type,geometry,11-13
6409,12,left,2019-05-28 12:26:23.473000+00:00,A_H_M_CT,41,57c262c0,type,animals,11-13
7639,12,right,2019-05-28 12:26:23.576000+00:00,G_H_F_OT,42,67084313,type,geometry,11-13
11509,12,left,2019-05-28 12:26:23.617000+00:00,C_H_F_CO,38,a81c8982,color,cards,11-13
12703,12,right,2019-05-28 12:26:24.517000+00:00,C_H_M_CT,28,b624068d,type,cards,11-13
5922,12,left,2019-05-28 12:26:24.524000+00:00,C_H_M_OT,55,54e2d928,type,cards,11-13
14029,13,right,2019-05-28 12:26:24.670000+00:00,A_H_M_CO,35,c8417a38,color,animals,11-13
16504,12,right,2019-05-28 12:26:24.965000+00:00,C_H_M_CT,48,f0fe1ff5,type,cards,11-13
13902,13,left,2019-05-28 12:26:25.116000+00:00,A_H_F_OT,45,c6f3ad95,type,animals,11-13
6400,12,left,2019-05-28 12:26:25.714000+00:00,G_H_F_OT,42,57c262c0,orientation,geometry,11-13
7687,12,left,2019-05-28 12:26:25.997000+00:00,C_H_F_CO,43,67084313,color,cards,11-13
4677,12,right,2019-05-28 12:26:26.105000+00:00,G_H_M_OT,37,46e4b725,type,geometry,11-13
16491,12,left,2019-05-28 12:26:27.235000+00:00,G_H_F_CO,49,f0fe1ff5,orientation,geometry,11-13
12655,12,left,2019-05-28 12:26:27.603000+00:00,C_H_M_OT,29,b624068d,type,cards,11-13
5917,12,right,2019-05-28 12:26:28.068000+00:00,G_H_F_CT,56,54e2d928,type,geometry,11-13
14032,13,right,2019-05-28 12:26:28.128000+00:00,G_H_F_OT,36,c8417a38,type,geometry,11-13
6432,12,left,2019-05-28 12:26:28.728000+00:00,C_H_F_CO,43,57c262c0,color,cards,11-13
7657,12,right,2019-05-28 12:26:29.181000+00:00,A_H_F_CT,44,67084313,color,animals,11-13
5903,12,left,2019-05-28 12:26:29.263000+00:00,G_H_F_CT,56,54e2d928,color,geometry,11-13
4673,12,left,2019-05-28 12:26:29.614000+00:00,C_H_F_CO,38,46e4b725,color,cards,11-13
16485,12,right,2019-05-28 12:26:30.102000+00:00,G_H_F_CO,49,f0fe1ff5,color,geometry,11-13
11505,12,right,2019-05-28 12:26:30.592000+00:00,C_H_F_CO,38,a81c8982,orientation,cards,11-13
6386,12,left,2019-05-28 12:26:31.121000+00:00,A_H_F_CT,44,57c262c0,type,animals,11-13
7674,12,left,2019-05-28 12:26:32.096000+00:00,A_H_F_OT,45,67084313,type,animals,11-13
4651,12,right,2019-05-28 12:26:32.129000+00:00,C_H_F_CO,38,46e4b725,orientation,cards,11-13
14017,13,left,2019-05-28 12:26:32.428000+00:00,G_H_F_OT,36,c8417a38,orientation,geometry,11-13
12710,12,left,2019-05-28 12:26:32.468000+00:00,A_H_M_CT,30,b624068d,type,animals,11-13
13891,13,right,2019-05-28 12:26:32.586000+00:00,A_H_F_OT,45,c6f3ad95,orientation,animals,11-13
5231,12,right,2019-05-28 12:26:32.619000+00:00,A_H_F_CT,40,4cdf9fda,color,animals,11-13
7627,12,right,2019-05-28 12:26:33.145000+00:00,A_H_F_OT,45,67084313,orientation,animals,11-13
6396,12,left,2019-05-28 12:26:33.382000+00:00,A_H_F_OT,45,57c262c0,type,animals,11-13
16466,12,left,2019-05-28 12:26:33.582000+00:00,G_H_M_CO,50,f0fe1ff5,orientation,geometry,11-13
5895,12,left,2019-05-28 12:26:34.440000+00:00,G_H_M_CT,57,54e2d928,color,geometry,11-13
16355,12,left,2019-05-28 12:26:35.244000+00:00,A_H_F_OT,51,ef58fec4,type,animals,11-13
7641,12,left,2019-05-28 12:26:35.807000+00:00,A_H_M_OT,46,67084313,type,animals,11-13
15133,12,right,2019-05-28 12:26:35.863000+00:00,A_H_F_CT,40,dcbcfa82,color,animals,11-13
11467,12,right,2019-05-28 12:26:35.938000+00:00,C_H_M_CO,39,a81c8982,color,cards,11-13
16536,12,left,2019-05-28 12:26:36.073000+00:00,A_H_F_OT,51,f0fe1ff5,type,animals,11-13
16332,12,left,2019-05-28 12:26:36.294000+00:00,C_H_F_CT,52,ef58fec4,color,cards,11-13
6447,12,right,2019-05-28 12:26:36.320000+00:00,A_H_F_OT,45,57c262c0,orientation,animals,11-13
12693,12,left,2019-05-28 12:26:36.354000+00:00,A_H_M_OT,31,b624068d,type,animals,11-13
2161,11,left,2019-05-28 12:26:37.002000+00:00,C_E_M_T,11,298ead20,correct,cards,11-13
5929,12,left,2019-05-28 12:26:37.018000+00:00,A_H_F_CO,58,54e2d928,orientation,animals,11-13
4645,12,right,2019-05-28 12:26:37.128000+00:00,C_H_M_CO,39,46e4b725,color,cards,11-13
14039,13,left,2019-05-28 12:26:37.874000+00:00,G_H_M_OT,37,c8417a38,orientation,geometry,11-13
16323,12,right,2019-05-28 12:26:37.937000+00:00,G_H_F_CO,53,ef58fec4,color,geometry,11-13
7680,12,right,2019-05-28 12:26:38.089000+00:00,C_H_F_CT,47,67084313,type,cards,11-13
5928,12,right,2019-05-28 12:26:38.092000+00:00,A_H_F_CO,58,54e2d928,color,animals,11-13
6412,12,left,2019-05-28 12:26:38.630000+00:00,A_H_M_OT,46,57c262c0,type,animals,11-13
16540,12,right,2019-05-28 12:26:38.807000+00:00,C_H_F_CT,52,f0fe1ff5,type,cards,11-13
15129,12,left,2019-05-28 12:26:39.074000+00:00,A_H_M_CT,41,dcbcfa82,type,animals,11-13
11496,12,right,2019-05-28 12:26:39.386000+00:00,A_H_F_CT,40,a81c8982,color,animals,11-13
7643,12,left,2019-05-28 12:26:39.502000+00:00,C_H_F_CT,47,67084313,color,cards,11-13
16325,12,left,2019-05-28 12:26:40.027000+00:00,C_H_F_OT,54,ef58fec4,type,cards,11-13
5264,12,left,2019-05-28 12:26:40.254000+00:00,A_H_M_CT,41,4cdf9fda,type,animals,11-13
14064,13,left,2019-05-28 12:26:40.311000+00:00,C_H_F_CO,38,c8417a38,color,cards,11-13
11460,12,left,2019-05-28 12:26:41.041000+00:00,A_H_F_CT,40,a81c8982,type,animals,11-13
4652,12,right,2019-05-28 12:26:41.217000+00:00,A_H_F_CT,40,46e4b725,color,animals,11-13
12650,12,right,2019-05-28 12:26:41.455000+00:00,A_H_M_CO,32,b624068d,color,animals,11-13
6441,12,left,2019-05-28 12:26:41.584000+00:00,C_H_F_CT,47,57c262c0,color,cards,11-13
7648,12,left,2019-05-28 12:26:42.088000+00:00,C_H_M_CT,48,67084313,color,cards,11-13
16369,12,right,2019-05-28 12:26:42.262000+00:00,C_H_F_OT,54,ef58fec4,orientation,cards,11-13
16521,12,left,2019-05-28 12:26:42.469000+00:00,G_H_F_CO,53,f0fe1ff5,orientation,geometry,11-13
5249,12,left,2019-05-28 12:26:42.592000+00:00,G_H_F_OT,42,4cdf9fda,orientation,geometry,11-13
6410,12,right,2019-05-28 12:26:42.690000+00:00,C_H_F_CT,47,57c262c0,type,cards,11-13
15130,12,left,2019-05-28 12:26:42.977000+00:00,G_H_F_OT,42,dcbcfa82,orientation,geometry,11-13
11481,12,right,2019-05-28 12:26:43.043000+00:00,A_H_M_CT,41,a81c8982,color,animals,11-13
2153,11,right,2019-05-28 12:26:43.477000+00:00,G_E_M_O,12,298ead20,correct,geometry,11-13
4702,12,left,2019-05-28 12:26:43.511000+00:00,A_H_F_CT,40,46e4b725,type,animals,11-13
7659,12,right,2019-05-28 12:26:44.237000+00:00,G_H_F_CO,49,67084313,color,geometry,11-13
13893,13,right,2019-05-28 12:26:44.873000+00:00,A_H_M_OT,46,c6f3ad95,orientation,animals,11-13
5927,12,right,2019-05-28 12:26:44.945000+00:00,A_H_M_CO,59,54e2d928,color,animals,11-13
15126,12,left,2019-05-28 12:26:45.203000+00:00,C_H_F_CO,43,dcbcfa82,color,cards,11-13
7628,12,left,2019-05-28 12:26:45.447000+00:00,G_H_F_CO,49,67084313,orientation,geometry,11-13
11485,12,right,2019-05-28 12:26:45.840000+00:00,G_H_F_OT,42,a81c8982,type,geometry,11-13
2140,11,right,2019-05-28 12:26:46.081000+00:00,G_E_M_C,13,298ead20,correct,geometry,11-13
6431,12,left,2019-05-28 12:26:46.345000+00:00,C_H_M_CT,48,57c262c0,color,cards,11-13
5233,12,left,2019-05-28 12:26:46.847000+00:00,C_H_F_CO,43,4cdf9fda,color,cards,11-13
2269,13,left,2019-05-28 12:26:47.122000+00:00,A_H_F_CT,21,2bd412d7,type,animals,11-13
13901,13,right,2019-05-28 12:26:47.183000+00:00,C_H_F_CT,47,c6f3ad95,type,cards,11-13
5926,12,left,2019-05-28 12:26:48.031000+00:00,C_H_F_OT,60,54e2d928,type,cards,11-13
16509,12,left,2019-05-28 12:26:48.268000+00:00,C_H_F_OT,54,f0fe1ff5,type,cards,11-13
6416,12,right,2019-05-28 12:26:48.314000+00:00,G_H_F_CO,49,57c262c0,color,geometry,11-13
4706,12,right,2019-05-28 12:26:48.325000+00:00,A_H_M_CT,41,46e4b725,color,animals,11-13
16388,12,right,2019-05-28 12:26:49.151000+00:00,C_H_M_OT,55,ef58fec4,orientation,cards,11-13
6387,12,left,2019-05-28 12:26:49.187000+00:00,G_H_F_CO,49,57c262c0,orientation,geometry,11-13
16469,12,right,2019-05-28 12:26:49.864000+00:00,C_H_F_OT,54,f0fe1ff5,orientation,cards,11-13
11468,12,left,2019-05-28 12:26:50.134000+00:00,C_H_F_CO,43,a81c8982,color,cards,11-13
16363,12,left,2019-05-28 12:26:50.738000+00:00,G_H_F_CT,56,ef58fec4,color,geometry,11-13
16523,12,right,2019-05-28 12:26:50.739000+00:00,C_H_M_OT,55,f0fe1ff5,orientation,cards,11-13
2289,13,left,2019-05-28 12:26:50.866000+00:00,A_H_F_OT,22,2bd412d7,type,animals,11-13
5876,12,left,2019-05-28 12:26:51.025000+00:00,A_H_F_CO,62,54e2d928,orientation,animals,11-13
5932,12,right,2019-05-28 12:26:51.101000+00:00,G_H_F_CT,61,54e2d928,type,geometry,11-13
6393,12,right,2019-05-28 12:26:51.649000+00:00,G_H_M_CO,50,57c262c0,color,geometry,11-13
16511,12,right,2019-05-28 12:26:51.769000+00:00,G_H_F_CT,56,f0fe1ff5,type,geometry,11-13
16349,12,right,2019-05-28 12:26:52.109000+00:00,G_H_F_CT,56,ef58fec4,type,geometry,11-13
16516,12,left,2019-05-28 12:26:53.157000+00:00,G_H_F_CT,56,f0fe1ff5,color,geometry,11-13
11463,12,left,2019-05-28 12:26:53.208000+00:00,A_H_F_CT,44,a81c8982,type,animals,11-13
4654,12,right,2019-05-28 12:26:53.308000+00:00,G_H_F_OT,42,46e4b725,type,geometry,11-13
14008,13,right,2019-05-28 12:26:53.791000+00:00,C_H_F_CO,38,c8417a38,orientation,cards,11-13
16484,12,right,2019-05-28 12:26:54.095000+00:00,G_H_M_CT,57,f0fe1ff5,type,geometry,11-13
6390,12,right,2019-05-28 12:26:54.563000+00:00,A_H_F_OT,51,57c262c0,orientation,animals,11-13
7656,12,right,2019-05-28 12:26:55.314000+00:00,G_H_M_CO,50,67084313,color,geometry,11-13
5209,12,left,2019-05-28 12:26:55.856000+00:00,A_H_F_CT,44,4cdf9fda,type,animals,11-13
4697,12,left,2019-05-28 12:26:56.446000+00:00,C_H_F_CO,43,46e4b725,color,cards,11-13
11491,12,left,2019-05-28 12:26:56.464000+00:00,A_H_F_OT,45,a81c8982,type,animals,11-13
6436,12,left,2019-05-28 12:26:57.038000+00:00,C_H_F_CT,52,57c262c0,color,cards,11-13
13867,13,left,2019-05-28 12:26:57.855000+00:00,C_H_F_CT,47,c6f3ad95,color,cards,11-13
15171,12,right,2019-05-28 12:26:57.975000+00:00,A_H_F_CT,44,dcbcfa82,color,animals,11-13
16530,12,left,2019-05-28 12:26:58.098000+00:00,A_H_F_CO,58,f0fe1ff5,orientation,animals,11-13
11483,12,right,2019-05-28 12:26:58.427000+00:00,A_H_F_OT,45,a81c8982,orientation,animals,11-13
6450,12,right,2019-05-28 12:26:59.025000+00:00,G_H_F_CO,53,57c262c0,color,geometry,11-13
5220,12,left,2019-05-28 12:26:59.974000+00:00,A_H_F_OT,45,4cdf9fda,type,animals,11-13
7689,12,left,2019-05-28 12:27:00.616000+00:00,A_H_F_OT,51,67084313,type,animals,11-13
4692,12,right,2019-05-28 12:27:00.976000+00:00,A_H_F_CT,44,46e4b725,color,animals,11-13
15170,12,left,2019-05-28 12:27:01.353000+00:00,A_H_F_OT,45,dcbcfa82,type,animals,11-13
14050,13,right,2019-05-28 12:27:01.394000+00:00,C_H_M_CO,39,c8417a38,color,cards,11-13
11450,12,left,2019-05-28 12:27:01.617000+00:00,A_H_M_OT,46,a81c8982,type,animals,11-13
6438,12,right,2019-05-28 12:27:02.051000+00:00,C_H_F_OT,54,57c262c0,orientation,cards,11-13
6451,12,left,2019-05-28 12:27:02.838000+00:00,C_H_F_OT,54,57c262c0,type,cards,11-13
16341,12,left,2019-05-28 12:27:03.810000+00:00,G_H_M_CT,57,ef58fec4,color,geometry,11-13
7621,12,left,2019-05-28 12:27:03.966000+00:00,C_H_F_CT,52,67084313,color,cards,11-13
14066,13,left,2019-05-28 12:27:04.009000+00:00,A_H_F_CT,40,c8417a38,type,animals,11-13
5265,12,right,2019-05-28 12:27:04.071000+00:00,A_H_F_OT,45,4cdf9fda,orientation,animals,11-13
15121,12,right,2019-05-28 12:27:04.414000+00:00,A_H_F_OT,45,dcbcfa82,orientation,animals,11-13
13872,13,left,2019-05-28 12:27:04.698000+00:00,C_H_M_CT,48,c6f3ad95,color,cards,11-13
12674,12,left,2019-05-28 12:27:04.707000+00:00,G_H_M_OT,33,b624068d,orientation,geometry,11-13
15139,12,right,2019-05-28 12:27:05.577000+00:00,A_H_M_OT,46,dcbcfa82,orientation,animals,11-13
7616,12,left,2019-05-28 12:27:05.903000+00:00,G_H_F_CO,53,67084313,orientation,geometry,11-13
6435,12,left,2019-05-28 12:27:06.585000+00:00,C_H_M_OT,55,57c262c0,type,cards,11-13
13874,13,right,2019-05-28 12:27:06.602000+00:00,G_H_F_CO,49,c6f3ad95,color,geometry,11-13
16385,12,left,2019-05-28 12:27:07.036000+00:00,A_H_F_CO,58,ef58fec4,orientation,animals,11-13
15141,12,right,2019-05-28 12:27:07.928000+00:00,C_H_F_CT,47,dcbcfa82,type,cards,11-13
12660,12,right,2019-05-28 12:27:08.011000+00:00,G_H_M_CO,34,b624068d,color,geometry,11-13
6433,12,left,2019-05-28 12:27:08.437000+00:00,G_H_F_CT,56,57c262c0,color,geometry,11-13
7682,12,right,2019-05-28 12:27:08.669000+00:00,C_H_F_OT,54,67084313,orientation,cards,11-13
5254,12,left,2019-05-28 12:27:08.689000+00:00,A_H_M_OT,46,4cdf9fda,type,animals,11-13
16357,12,right,2019-05-28 12:27:08.712000+00:00,A_H_F_CO,58,ef58fec4,color,animals,11-13
15134,12,left,2019-05-28 12:27:08.822000+00:00,C_H_F_CT,47,dcbcfa82,color,cards,11-13
2323,13,left,2019-05-28 12:27:09.113000+00:00,A_H_F_CO,23,2bd412d7,orientation,animals,11-13
7635,12,left,2019-05-28 12:27:09.686000+00:00,C_H_F_OT,54,67084313,type,cards,11-13
13898,13,left,2019-05-28 12:27:09.805000+00:00,G_H_F_CO,49,c6f3ad95,orientation,geometry,11-13
6423,12,right,2019-05-28 12:27:10.129000+00:00,G_H_F_CT,56,57c262c0,type,geometry,11-13
4707,12,right,2019-05-28 12:27:11.132000+00:00,A_H_F_OT,45,46e4b725,orientation,animals,11-13
5230,12,right,2019-05-28 12:27:11.548000+00:00,C_H_F_CT,47,4cdf9fda,type,cards,11-13
16319,12,left,2019-05-28 12:27:11.942000+00:00,A_H_M_CO,59,ef58fec4,orientation,animals,11-13
14012,13,right,2019-05-28 12:27:12.292000+00:00,A_H_F_CT,40,c8417a38,color,animals,11-13
6404,12,left,2019-05-28 12:27:12.305000+00:00,G_H_M_CT,57,57c262c0,color,geometry,11-13
7647,12,right,2019-05-28 12:27:12.416000+00:00,C_H_M_OT,55,67084313,orientation,cards,11-13
4670,12,left,2019-05-28 12:27:12.523000+00:00,A_H_F_OT,45,46e4b725,type,animals,11-13
15186,12,right,2019-05-28 12:27:13.137000+00:00,C_H_M_CT,48,dcbcfa82,type,cards,11-13
5204,12,left,2019-05-28 12:27:13.180000+00:00,C_H_F_CT,47,4cdf9fda,color,cards,11-13
13861,13,left,2019-05-28 12:27:13.195000+00:00,G_H_M_CO,50,c6f3ad95,orientation,geometry,11-13
16503,12,right,2019-05-28 12:27:14.040000+00:00,A_H_F_CO,58,f0fe1ff5,color,animals,11-13
16347,12,right,2019-05-28 12:27:14.346000+00:00,C_H_F_OT,60,ef58fec4,orientation,cards,11-13
7625,12,left,2019-05-28 12:27:14.678000+00:00,G_H_F_CT,56,67084313,color,geometry,11-13
15184,12,right,2019-05-28 12:27:15.139000+00:00,G_H_F_CO,49,dcbcfa82,color,geometry,11-13
6440,12,left,2019-05-28 12:27:15.425000+00:00,A_H_F_CO,58,57c262c0,orientation,animals,11-13
11503,12,left,2019-05-28 12:27:16.177000+00:00,C_H_F_CT,47,a81c8982,color,cards,11-13
15138,12,left,2019-05-28 12:27:16.222000+00:00,G_H_F_CO,49,dcbcfa82,orientation,geometry,11-13
7634,12,right,2019-05-28 12:27:16.239000+00:00,G_H_F_CT,56,67084313,type,geometry,11-13
16361,12,left,2019-05-28 12:27:16.290000+00:00,G_H_F_CT,61,ef58fec4,color,geometry,11-13
6426,12,right,2019-05-28 12:27:16.322000+00:00,A_H_F_CO,58,57c262c0,color,animals,11-13
11459,12,right,2019-05-28 12:27:17.066000+00:00,C_H_F_CT,47,a81c8982,type,cards,11-13
14046,13,right,2019-05-28 12:27:17.168000+00:00,A_H_M_CT,41,c8417a38,color,animals,11-13
15183,12,left,2019-05-28 12:27:17.200000+00:00,G_H_M_CO,50,dcbcfa82,orientation,geometry,11-13
7642,12,left,2019-05-28 12:27:17.668000+00:00,G_H_M_CT,57,67084313,color,geometry,11-13
12671,12,left,2019-05-28 12:27:17.938000+00:00,G_H_M_CT,35,b624068d,color,geometry,11-13
16496,12,right,2019-05-28 12:27:18.580000+00:00,A_H_M_CO,59,f0fe1ff5,color,animals,11-13
14031,13,left,2019-05-28 12:27:19.454000+00:00,G_H_F_OT,42,c8417a38,orientation,geometry,11-13
15169,12,left,2019-05-28 12:27:19.659000+00:00,A_H_F_OT,51,dcbcfa82,type,animals,11-13
6442,12,right,2019-05-28 12:27:19.806000+00:00,A_H_M_CO,59,57c262c0,color,animals,11-13
7665,12,left,2019-05-28 12:27:20.229000+00:00,A_H_F_CO,58,67084313,orientation,animals,11-13
13911,13,right,2019-05-28 12:27:20.478000+00:00,A_H_F_OT,51,c6f3ad95,orientation,animals,11-13
11494,12,right,2019-05-28 12:27:20.937000+00:00,C_H_M_CT,48,a81c8982,type,cards,11-13
12673,12,left,2019-05-28 12:27:20.995000+00:00,G_H_F_OT,36,b624068d,orientation,geometry,11-13
4676,12,left,2019-05-28 12:27:21.046000+00:00,A_H_M_OT,46,46e4b725,type,animals,11-13
7668,12,right,2019-05-28 12:27:21.121000+00:00,A_H_F_CO,58,67084313,color,animals,11-13
16489,12,left,2019-05-28 12:27:21.178000+00:00,C_H_F_OT,60,f0fe1ff5,type,cards,11-13
14041,13,left,2019-05-28 12:27:21.581000+00:00,C_H_F_CO,43,c8417a38,color,cards,11-13
16329,12,right,2019-05-28 12:27:21.653000+00:00,A_H_F_CO,62,ef58fec4,color,animals,11-13
15178,12,right,2019-05-28 12:27:22.089000+00:00,C_H_F_CT,52,dcbcfa82,type,cards,11-13
11517,12,right,2019-05-28 12:27:22.193000+00:00,G_H_F_CO,49,a81c8982,color,geometry,11-13
7631,12,left,2019-05-28 12:27:22.555000+00:00,A_H_M_CO,59,67084313,orientation,animals,11-13
12715,12,right,2019-05-28 12:27:22.755000+00:00,G_H_F_OT,36,b624068d,type,geometry,11-13
11478,12,left,2019-05-28 12:27:23.262000+00:00,G_H_F_CO,49,a81c8982,orientation,geometry,11-13
4714,12,left,2019-05-28 12:27:23.672000+00:00,C_H_F_CT,47,46e4b725,color,cards,11-13
6448,12,left,2019-05-28 12:27:23.682000+00:00,C_H_F_OT,60,57c262c0,type,cards,11-13
14004,13,left,2019-05-28 12:27:23.700000+00:00,A_H_F_CT,44,c8417a38,type,animals,11-13
13892,13,left,2019-05-28 12:27:23.833000+00:00,C_H_F_CT,52,c6f3ad95,color,cards,11-13
7629,12,right,2019-05-28 12:27:24.043000+00:00,C_H_F_OT,60,67084313,orientation,cards,11-13
16467,12,right,2019-05-28 12:27:24.221000+00:00,G_H_F_CT,61,f0fe1ff5,type,geometry,11-13
5266,12,right,2019-05-28 12:27:24.894000+00:00,C_H_M_CT,48,4cdf9fda,type,cards,11-13
4694,12,right,2019-05-28 12:27:25.336000+00:00,C_H_F_CT,47,46e4b725,type,cards,11-13
7644,12,right,2019-05-28 12:27:25.388000+00:00,G_H_F_CT,61,67084313,type,geometry,11-13
7672,12,right,2019-05-28 12:27:26.689000+00:00,A_H_F_CO,62,67084313,color,animals,11-13
16506,12,right,2019-05-28 12:27:27.145000+00:00,A_H_F_CO,62,f0fe1ff5,color,animals,11-13
13884,13,right,2019-05-28 12:27:27.472000+00:00,G_H_F_CO,53,c6f3ad95,color,geometry,11-13
15157,12,right,2019-05-28 12:27:27.741000+00:00,G_H_F_CO,53,dcbcfa82,color,geometry,11-13
14023,13,left,2019-05-28 12:27:27.930000+00:00,A_H_F_OT,45,c8417a38,type,animals,11-13
6411,12,right,2019-05-28 12:27:28.168000+00:00,G_H_F_CT,61,57c262c0,type,geometry,11-13
11495,12,left,2019-05-28 12:27:28.379000+00:00,G_H_M_CO,50,a81c8982,orientation,geometry,11-13
12669,12,left,2019-05-28 12:27:28.590000+00:00,G_H_M_OT,37,b624068d,orientation,geometry,11-13
14027,13,right,2019-05-28 12:27:29.172000+00:00,A_H_F_OT,45,c8417a38,orientation,animals,11-13
4667,12,right,2019-05-28 12:27:30.131000+00:00,C_H_M_CT,48,46e4b725,type,cards,11-13
15142,12,left,2019-05-28 12:27:30.837000+00:00,C_H_F_OT,54,dcbcfa82,type,cards,11-13
15179,12,right,2019-05-28 12:27:32.005000+00:00,C_H_F_OT,54,dcbcfa82,orientation,cards,11-13
12722,12,right,2019-05-28 12:27:32.364000+00:00,C_H_F_CO,38,b624068d,orientation,cards,11-13
14059,13,left,2019-05-28 12:27:32.694000+00:00,A_H_M_OT,46,c8417a38,type,animals,11-13
11492,12,left,2019-05-28 12:27:33.489000+00:00,A_H_F_OT,51,a81c8982,type,animals,11-13
13854,13,right,2019-05-28 12:27:33.535000+00:00,C_H_F_OT,54,c6f3ad95,orientation,cards,11-13
6430,12,right,2019-05-28 12:27:33.551000+00:00,A_H_F_CO,62,57c262c0,color,animals,11-13
2117,11,left,2019-05-28 12:27:33.715000+00:00,G_E_M_T,14,298ead20,correct,geometry,11-13
12677,12,left,2019-05-28 12:27:33.885000+00:00,C_H_F_CO,38,b624068d,color,cards,11-13
4713,12,left,2019-05-28 12:27:33.929000+00:00,G_H_F_CO,49,46e4b725,orientation,geometry,11-13
14005,13,left,2019-05-28 12:27:34.439000+00:00,C_H_F_CT,47,c8417a38,color,cards,11-13
5226,12,right,2019-05-28 12:27:35.396000+00:00,G_H_F_CO,49,4cdf9fda,color,geometry,11-13
4689,12,right,2019-05-28 12:27:35.473000+00:00,G_H_F_CO,49,46e4b725,color,geometry,11-13
14037,13,right,2019-05-28 12:27:35.673000+00:00,C_H_F_CT,47,c8417a38,type,cards,11-13
13918,13,left,2019-05-28 12:27:36.252000+00:00,C_H_F_OT,54,c6f3ad95,type,cards,11-13
12709,12,right,2019-05-28 12:27:36.355000+00:00,C_H_M_CO,39,b624068d,color,cards,11-13
15153,12,left,2019-05-28 12:27:36.506000+00:00,C_H_M_OT,55,dcbcfa82,type,cards,11-13
5241,12,left,2019-05-28 12:27:36.585000+00:00,G_H_F_CO,49,4cdf9fda,orientation,geometry,11-13
11471,12,left,2019-05-28 12:27:37.666000+00:00,C_H_F_CT,52,a81c8982,color,cards,11-13
12658,12,right,2019-05-28 12:27:39.421000+00:00,A_H_F_CT,40,b624068d,color,animals,11-13
15154,12,left,2019-05-28 12:27:39.591000+00:00,G_H_F_CT,56,dcbcfa82,color,geometry,11-13
4674,12,right,2019-05-28 12:27:39.728000+00:00,G_H_M_CO,50,46e4b725,color,geometry,11-13
5252,12,left,2019-05-28 12:27:39.828000+00:00,G_H_M_CO,50,4cdf9fda,orientation,geometry,11-13
14001,13,right,2019-05-28 12:27:39.966000+00:00,C_H_M_CT,48,c8417a38,type,cards,11-13
12648,12,left,2019-05-28 12:27:40.484000+00:00,A_H_F_CT,40,b624068d,type,animals,11-13
11472,12,right,2019-05-28 12:27:40.545000+00:00,G_H_F_CO,53,a81c8982,color,geometry,11-13
15181,12,right,2019-05-28 12:27:41.728000+00:00,G_H_F_CT,56,dcbcfa82,type,geometry,11-13
13894,13,right,2019-05-28 12:27:41.836000+00:00,C_H_M_OT,55,c6f3ad95,orientation,cards,11-13
